dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,indexacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,regime,assuntoGeral,norma,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,acompanhamento,autoresEstruturados,local,arquivamento,linksOrigem,tema,observacao,linkLegislacao.url,linkLegislacao.rotulo
Remissivo,PROJETO DE LEI,PL,939,1980,DEPUTADO JÉSUS TRINDADE                    PDS,"DECLARA DE UTILIDADE PÚBLICA A SOCIEDADE GRUPO DAS SAMARITANAS -
NÚCLEO DE SABARÁ, COM SEDE EM SABARÁ.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, SABARÁ.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1980-11-06,000149330,PL. 939 1980 - PROJETO DE LEI,1048,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 7912 1981 - LEI ORDINÁRIA,20120202,0937,rosanacf,1980-11-06,"list(passo = 1, data = ""1980-11-06"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 10 11 1980\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 28 11 1980\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 5 12 1980\nREDAÇÃO FINAL\nAPROVAÇÃO: 5 12 1980\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ADEMIR LUCAS\nPUBLICAÇÃO: 21 11 1980\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. ROBERTO JUNQUEIRA\nPUBLICAÇÃO: 3 12 1980\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 12 12 1980\nSANCIONADO\nPUBLICAÇÃO DA LEI: 9 1 1981"")",list(),list(),N,"list(id = 1048, nome = ""DEPUTADO JÉSUS TRINDADE"", partido = ""PDS"")",NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/7912/1981,LEI 7912 1981 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,938,1980,DEPUTADO JOSÉ BONIFÁCIO FILHO              PDS,"REVOGA O ART. 32 DA LEI 6762, DE 23 12 1975 - QUADRO PERMANENTE DE
TRIBUTAÇÃO, FISCALIZAÇÃO E ARRECADAÇÃO DO ESTADO.
(REVOGA DISPOSITIVOS QUE IMPEDEM QUE FUNCIONÁRIOS DA CLASSE
DE TRIBUTAÇÃO, FISCALIZAÇÃO E ARRECADAÇÃO, DURANTE O ESTÁGIO
PROBATÓRIO, OCUPEM CARGO EM COMISSÃO, SEJAM REMOVIDOS,
TRANSFERIDOS OU REQUISITADOS).",NA,REJEITADO,RJTDO,PROPOSIÇÕES REJEITADAS,MRJTD,1980-11-05,000149331,PL. 938 1980 - PROJETO DE LEI,1697,DELIBERAÇÃO DE PLENÁRIO,NA,NA,19980101,NA,Carga,1980-11-03,"list(passo = 1, data = ""1980-11-03"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 26 11 1980\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MÁRIO PACHECO\nPUBLICAÇÃO: 10 4 1981\nSERVIÇO PÚBLICO\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 10 4 1981\nARQUIVADO, NOS TERMOS DO ART. 190 DO REGIMENTO INTERNO."")",list(),list(),N,"list(id = 1697, nome = ""DEPUTADO JOSÉ BONIFÁCIO FILHO"", partido = ""PDS"")",NA,NA,NULL,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,937,1980,DEPUTADO SÉRGIO EMÍLIO                     PMDB,CRIA A SEMANA ESTADUAL ANTITOXICO. (7 A 13 DE ABRIL).,NA,REJEITADO,RJTDO,PROPOSIÇÕES REJEITADAS,MRJTD,1980-11-01,000149332,PL. 937 1980 - PROJETO DE LEI,2052,DELIBERAÇÃO DE PLENÁRIO,NA,NA,19980101,NA,Carga,1980-10-30,"list(passo = 1, data = ""1980-10-30"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 20 3 1981\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 7 11 1981\nEDUCAÇÃO\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 7 11 1981\nSAÚDE\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 7 11 1981\nARQUIVADO, NOS TERMOS DO ART. 190 DO REGIMENTO INTERNO."")",list(),list(),N,"list(id = 2052, nome = ""DEPUTADO SÉRGIO EMÍLIO"", partido = ""PMDB"")",NA,NA,NULL,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,924,1980,DEPUTADO JOSÉ LAVIOLA                      PMDB,"DÁ A DENOMINAÇÃO DE ESCOLA ESTADUAL BOM PASTOR À ESCOLA ESTADUAL DO
BAIRRO SANTO ANTÔNIO DE GOVERNADOR VALADARES.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, GOVERNADOR VALADARES.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1980-10-30,000149344,PL. 924 1980 - PROJETO DE LEI,1471,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 7942 1981 - LEI ORDINÁRIA,20120508,1515,rosanacf,1980-10-28,"list(passo = 1, data = ""1980-10-28"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 3 11 1980\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 10 4 1981\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 11 5 1981\nREDAÇÃO FINAL\nAPROVAÇÃO: 13 5 1981\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NARCISO MICHELLI\nPUBLICAÇÃO: 4 4 1981\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. MÁRIO PACHECO\nPUBLICAÇÃO: 30 4 1981\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. FÚLVIO FONTOURA\nPUBLICAÇÃO: 15 5 1981\nSANCIONADO\nPUBLICAÇÃO DA LEI: 3 6 1981"")",list(),list(),N,"list(id = 1471, nome = ""DEPUTADO JOSÉ LAVIOLA"", partido = ""PMDB"")",NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/7942/1981,LEI 7942 1981 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,923,1980,DEPUTADO JÉSUS TRINDADE                    PDS,"CONCEDE O TÍTULO DE CIDADÃO HONORÁRIO DE MINAS GERAIS AO SR.
TERUO YONEKURA.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1980-10-30,000149345,PL. 923 1980 - PROJETO DE LEI,1048,DELIBERAÇÃO DE PLENÁRIO,NA,LEI 7948 1981 - LEI ORDINÁRIA,19980101,NA,Carga,1980-10-28,"list(passo = 1, data = ""1980-10-28"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 27 11 1980\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 10 4 1981\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 21 5 1981\nREDAÇÃO FINAL\nAPROVAÇÃO: 28 5 1981\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 4 4 1981\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. CÁSSIO GONÇALVES\nPUBLICAÇÃO: 30 4 1981\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 30 5 1981\nSANCIONADO\nPUBLICAÇÃO DA LEI: 25 6 1981"")",list(),list(),N,"list(id = 1048, nome = ""DEPUTADO JÉSUS TRINDADE"", partido = ""PDS"")",NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/7948/1981,LEI 7948 1981 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,902,1980,DEPUTADO EMÍLIO HADDAD                     MDB,"CONCEDE O TÍTULO DE CIDADÃO HONORÁRIO DO ESTADO DE MINAS GERAIS A
CARLOS CHAGAS FILHO.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1980-10-25,000149367,PL. 902 1980 - PROJETO DE LEI,1192,DELIBERAÇÃO DE PLENÁRIO,NA,LEI 7934 1981 - LEI ORDINÁRIA,19980101,NA,Carga,1980-10-23,"list(passo = 1, data = ""1980-10-23"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 25 11 1980\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 9 4 1981\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 18 5 1981\nREDAÇÃO FINAL\nAPROVAÇÃO: 20 5 1981\nCOMISSÕES:\nCONSELHO PERMANENTE DA MEDALHA DA INCONFIDÊNCIA\nRELATOR: CONSELHEIRO GAMALIEL HERVAL\nPARECER FAVORÁVEL\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. CÍCERO DUMONT\nPUBLICAÇÃO: 4 4 1981\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. MÁRIO PACHECO\nPUBLICAÇÃO: 25 4 1981\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ PEREIRA\nPUBLICAÇÃO: 21 5 1981\nSANCIONADO\nPUBLICAÇÃO DA LEI: 3 6 1981."")",list(),list(),N,"list(id = 1192, nome = ""DEPUTADO EMÍLIO HADDAD"", partido = ""MDB"")",NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/7934/1981,LEI 7934 1981 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,901,1980,DEPUTADO JOSÉ BONIFÁCIO FILHO              PDS,"CRIA O DEPARTAMENTO DE ÁGUAS - DA, NA ESTRUTURA DA
SECRETARIA DE ESTADO DE OBRAS PÚBLICAS.",NA,PROJETO VETADO TOTALMENTE,PVETO,PROPOSIÇÕES APROVADAS,MAPRV,1980-10-25,000149368,PL. 901 1980 - PROJETO DE LEI,1697,DELIBERAÇÃO DE PLENÁRIO,NA,NA,19980101,NA,Carga,1980-10-23,"list(passo = 1, data = ""1980-10-23"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 7 11 1980\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 1 12 1980\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 4 12 1980\nREDAÇÃO FINAL\nAPROVAÇÃO: 5 12 1980\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ROBERTO JUNQUEIRA\nPERDEU PRAZO.\nECONOMIA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 29 11 1980\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NARCISO MICHELLI\nPUBLICAÇÃO: 29 11 1980\nFINANÇAS\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. NARCISO MICHELLI\nPUBLICAÇÃO: 4 12 1980\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 12 12 1980\nVETADO TOTALMENTE\nPUBLICAÇÃO DAS RAZÕES DO VETO: 9 1 1981\nVETO MANTIDO."")",list(),list(),N,"list(id = 1697, nome = ""DEPUTADO JOSÉ BONIFÁCIO FILHO"", partido = ""PDS"")",NA,NA,NULL,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,900,1980,DEPUTADO JOSÉ BONIFÁCIO FILHO              PDS,REGULA A AQUISIÇÃO DE CARROS OFICIAIS.,NA,REJEITADO,RJTDO,PROPOSIÇÕES REJEITADAS,MRJTD,1980-10-23,000149369,PL. 900 1980 - PROJETO DE LEI,1697,DELIBERAÇÃO DE PLENÁRIO,NA,NA,19980101,NA,Carga,1980-10-21,"list(passo = 1, data = ""1980-10-21"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 24 3 1981\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NARCISO MICHELLI\nPUBLICAÇÃO: 7 5 1981\nECONOMIA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 7 5 1981\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MENDES BARROS\nPUBLICAÇÃO: 7 5 1981\nARQUIVADO, NOS TERMOS DO ART. 190 DO REGIMENTO INTERNO."")",list(),list(),N,"list(id = 1697, nome = ""DEPUTADO JOSÉ BONIFÁCIO FILHO"", partido = ""PDS"")",NA,NA,NULL,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,899,1980,DEPUTADO RONALDO CANEDO                    ARENA,"ALTERA A DENOMINAÇÃO DA ESCOLA ESTADUAL 12 DE OUTUBRO, NO MUNICÍPIO DE
VISCONDE DO RIO BRANCO.","ALTERAÇÃO, DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, VISCONDE
DO RIO BRANCO.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1980-10-21,000149370,PL. 899 1980 - PROJETO DE LEI,1170,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 7893 1980 - LEI ORDINÁRIA,20120508,1515,rosanacf,1980-10-17,"list(passo = 1, data = ""1980-10-17"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 23 10 1980\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 27 11 1980\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 1 12 1980\nREDAÇÃO FINAL\nAPROVAÇÃO: 2 12 1980\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MÁRIO PACHECO\nPUBLICAÇÃO: 8 11 1980\nJUSTIÇA\nTERCEIR DISCUSSÃO\nRELATOR: DEP. MÁRIO PACHECO\nPUBLICAÇÃO: 29 11 1980\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: (NÃO CONSTA)\nSANCIONADO\nPUBLICAÇÃO DA LEI: 19 12 1980"")",list(),list(),N,"list(id = 1170, nome = ""DEPUTADO RONALDO CANEDO"", partido = ""ARENA"")",NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/7893/1980,LEI 7893 1980 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,898,1980,DEPUTADO NARCÉLIO MENDES                   PDS,"DECLARA DE UTILIDADE PÚBLICA O CLUBE SOCIAL DE MERCÊS, COM SEDE
EM MERCÊS.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, MERCÊS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1980-10-21,000149371,PL. 898 1980 - PROJETO DE LEI,1465,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 7907 1981 - LEI ORDINÁRIA,20120202,0937,rosanacf,1980-10-17,"list(passo = 1, data = ""1980-10-17"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 23 10 1980\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 28 11 1980\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 5 12 1980\nREDAÇÃO FINAL\nAPROVAÇÃO: 5 12 1980\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. GERALDO DA COSTA PEREIRA\nPUBLICAÇÃO: (NÃO CONSTA)\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. ROBERTO JUNQUEIRA\nPUBLICAÇÃO: 3 12 1980\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 12 12 1980\nSANCIONADO\nPUBLICAÇÃO DA LEI: 9 1 1981"")",list(),list(),N,"list(id = 1465, nome = ""DEPUTADO NARCÉLIO MENDES"", partido = ""PDS"")",NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/7907/1981,LEI 7907 1981 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,897,1980,DEPUTADO SÉRGIO EMÍLIO                     PMDB,"AUTORIZA O PODER EXECUTIVO A INSTITUIR NO CURRÍCULO DO SEGUNDO
GRAU PROGRAMA EDUCATIVO DE PREVENÇÃO DO USO DE TOXICOS.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1980-10-18,000149372,PL. 897 1980 - PROJETO DE LEI,2052,NA,NA,NA,20090330,1405,m17663,1980-10-16,"list(passo = 1, data = ""1980-10-16"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 24 3 1981\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 2052, nome = ""DEPUTADO SÉRGIO EMÍLIO"", partido = ""PMDB"")",ARQUIVO,19830131,NULL,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,896,1980,DEPUTADO RAIMUNDO ALBERGARIA               PDS,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO ARTÍSTICA CORAL DE ALMENARA,
COM SEDE EM ALMENARA.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, ALMENARA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1980-10-18,000149373,PL. 896 1980 - PROJETO DE LEI,1698,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 7906 1981 - LEI ORDINÁRIA,20120202,0938,rosanacf,1980-10-16,"list(passo = 1, data = ""1980-10-16"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 23 10 1980\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 28 11 1980\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 5 12 1980\nREDAÇÃO FINAL\nAPROVAÇÃO: 5 12 1980\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. CÍCERO DUMONT\nPUBLICAÇÃO: (NÃO CONSTA)\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. NARCISO MICHELLI\nPUBLICAÇÃO: 3 12 1980\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 12 12 1980\nSANCIONADO\nPUBLICAÇÃO DA LEI: 9 1 1981"")",list(),list(),N,"list(id = 1698, nome = ""DEPUTADO RAIMUNDO ALBERGARIA"", partido = ""PDS"")",NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/7906/1981,LEI 7906 1981 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,895,1980,DEPUTADO JOÃO FERRAZ                       PDS,"CONSIDERA OS MUNICÍPIOS DE GOUVEIA E PRESIDENTE KUBITSCHEK DE
ÁREA DE AÇÃO DA CODEVALE.",NA,PROJETO VETADO TOTALMENTE,PVETO,PROPOSIÇÕES APROVADAS,MAPRV,1980-10-18,000149374,PL. 895 1980 - PROJETO DE LEI,1171,DELIBERAÇÃO DE PLENÁRIO,NA,NA,19980101,NA,Carga,1980-10-16,"list(passo = 1, data = ""1980-10-16"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 30 10 1980\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 1 12 1980\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 4 12 1980\nREDAÇÃO FINAL\nAPROVAÇÃO: 5 12 1980\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. CÍCERO DUMONT\nPUBLICAÇÃO: 28 11 1980\nASSUNTOS MUNICIPAIS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ARTUR FAGUNDES\nPUBLICAÇÃO: 28 11 1980\nASSUNTOS MUNICIPAIS\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOSÉ LAVIOLA\nPUBLICAÇÃO: (NÃO CONSTA)\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. LUIZ JUNQUEIRA\nPUBLICAÇÃO: 13 12 1980\nVETADO TOTALMENTE\nPUBLICAÇÃO DAS RAZÕES DO VETO EM 9 1 1981.\nVETO MANTIDO."")",list(),list(),N,"list(id = 1171, nome = ""DEPUTADO JOÃO FERRAZ"", partido = ""PDS"")",NA,NA,NULL,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,894,1980,DEPUTADO LUIZ ALBERTO RODRIGUES            PMDB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO DE PAIS E AMIGOS DOS
EXCEPCIONAIS - APAE, DE PRATA.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, PRATA.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1980-10-18,000149375,PL. 894 1980 - PROJETO DE LEI,2042,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,NA,20120202,0939,rosanacf,1980-10-16,"list(passo = 1, data = ""1980-10-16"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 23 10 1980\nANEXADO AO PROJETO DE LEI 229 1979, NOS TERMOS DO ART. 168,\nPARÁGRAFO ÚNICO, DO REGIMENTO INTERNO, EM 28 10 1980.\nPL 229 1979: TRANSFORMADO NA LEI 7889 1980."")","list(expressao = ""(PL adj '229' adj 1979[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 229 1979"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+%27229%27+adj+1979%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 229, ano = 1979)",list(),N,"list(id = 2042, nome = ""DEPUTADO LUIZ ALBERTO RODRIGUES"", partido = ""PMDB"")",NA,NA,NULL,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,893,1980,DEPUTADO SÉRGIO EMÍLIO                     PMDB,"DECLARA DE UTILIDADE PÚBLICA O CLUBE MINEIRO DE CRIADORES DE PÁSSAROS,
COM SEDE EM BELO HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1980-10-18,000149376,PL. 893 1980 - PROJETO DE LEI,2052,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 7923 1981 - LEI ORDINÁRIA,20120202,0939,rosanacf,1980-10-16,"list(passo = 1, data = ""1980-10-16"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 23 10 1980\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 5 12 1980\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 10 4 1981\nREDAÇÃO FINAL\nAPROVAÇÃO: 22 4 1981\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. CÍCERO DUMONT\nPUBLICAÇÃO: (NÃO CONSTA)\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. NARCISO MICHELLI\nPUBLICAÇÃO: 4 4 1981\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. CYRO MACIEL\nPUBLICAÇÃO: 15 4 1981\nSANCIONADO\nPUBLICAÇÃO DA LEI: 13 5 1981"")",list(),list(),N,"list(id = 2052, nome = ""DEPUTADO SÉRGIO EMÍLIO"", partido = ""PMDB"")",NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/7923/1981,LEI 7923 1981 - LEI ORDINÁRIA
