scielo_id,ISSN_scielo,ISSN,journal,type,year_submitted,year_accepted,year_published,year_published_scielo,subject
S0524-97672002000100008,0524-9767,0524-9767;1850-2563,Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani,article-commentary,NA,NA,2002,2009,Human Sciences
S1850-275X2006000100005,1850-275X,1850-275X,Cuadernos de antropología social,research-article,2005,2006,2006,2009,Human Sciences
S0041-69322006000100014,0041-6932,0041-6932;1669-9637,Revista de la Unión Matemática Argentina,research-article,2005,2006,2006,2009,Exact and Earth Sciences
S0325-11952006000100015,0325-1195,0325-1195;1850-2717,Cuadernos de historia de España,article-commentary,NA,NA,2006,2009,Human Sciences
S0373-56802007000100009,0373-5680,0373-5680;1851-7471,Revista de la Sociedad Entomológica Argentina,brief-report,2006,2006,2007,2009,Biological Sciences
S0011-67932005000100017,0011-6793,0011-6793;1850-1699,"Darwiniana, nueva serie",research-article,2004,2005,2005,2009,Biological Sciences
S1850-373X2001000100007,1850-373X,1850-373X,Intersecciones en antropología,rapid-communication,NA,NA,2001,2009,Human Sciences
S1851-37512008000100006,1851-3751,1851-3751,Memoria americana,book-review,NA,NA,2008,2009,Human Sciences
S1667-782X2006000100007,1667-782X,1667-782X,Ecología austral,editorial,2005,2006,2006,2009,Biological Sciences
S1851-30182008000200005,1851-3018,1851-3018,Revista industrial y agrícola de Tucumán,research-article,NA,NA,2008,2009,Agricultural Sciences
S0328-12052003000100010,0328-1205,0328-1205;1851-779X,Synthesis (La Plata),book-review,NA,NA,2003,2009,"Human Sciences;Linguistics, Letters and Arts"
S1667-782X2005000200006,1667-782X,1667-782X,Ecología austral,research-article,2004,2005,2005,2009,Biological Sciences
S1851-17402004000200006,1851-1740,1514-8327;1851-1740,"Información, cultura y sociedad",research-article,2004,2004,2004,2009,Applied Social Sciences
S0325-29572007000200001,0325-2957,0325-2957;1851-6114,Acta bioquímica clínica latinoamericana,editorial,NA,NA,2007,2009,Biological Sciences;Health Sciences
S0002-70142006000100005,0002-7014,0002-7014;1851-8044,Ameghiniana,research-article,2004,2005,2006,2010,Exact and Earth Sciences
S1850-37482007000500015,1850-3748,1850-3748,Revista argentina de cardiología,book-review,NA,NA,2007,2010,Health Sciences
S0025-76802009000200004,0025-7680,0025-7680;1669-9106,Medicina (Buenos Aires),research-article,NA,NA,2009,2010,Health Sciences
S1852-38622008000100003,1852-3862,1852-3862,Insuficiencia cardíaca,article-commentary,NA,NA,2008,2010,Health Sciences
S1852-44782007000200007,1852-4478,1852-4478,Olivar,research-article,NA,NA,2007,2010,"Linguistics, Letters and Arts"
S0325-29572009000300010,0325-2957,0325-2957;1851-6114,Acta bioquímica clínica latinoamericana,undefined,NA,NA,2009,2010,Biological Sciences;Health Sciences
S1851-82652007000300003,1851-8265,1669-2381;1851-8265,Salud colectiva,research-article,2007,2007,2007,2010,Health Sciences
S0325-00752004000600006,0325-0075,0325-0075;1668-3501,Archivos argentinos de pediatría,research-article,NA,NA,2004,2010,Health Sciences
S0325-00752007000300021,0325-0075,0325-0075;1668-3501,Archivos argentinos de pediatría,book-review,NA,NA,2007,2010,Health Sciences
