scielo_id,ISSN_scielo,ISSN,journal,type,year_submitted,year_accepted,year_published,year_published_scielo,subject
S0524-97672005000100011,0524-9767,0524-9767;1850-2563,Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani,book-review,NA,NA,2005,2009,Human Sciences
S1850-275X2004000200008,1850-275X,1850-275X,Cuadernos de antropología social,research-article,2004,NA,2004,2009,Human Sciences
S0327-07932004000200008,0327-0793,0327-0793;1851-8796,Latin American applied research,research-article,2001,2003,2004,2009,Exact and Earth Sciences
S1850-00132007000100016,1850-0013,1850-0013,Revista iberoamericana de ciencia tecnología y sociedad,brief-report,NA,NA,2007,2009,Human Sciences
S1851-37272006000100006,1851-3727,1851-3727,Documentos y aportes en administración pública y gestión estatal,abstract,NA,NA,2006,2009,Applied Social Sciences
S0073-34072003000100014,0073-3407,0073-3407;1850-4884,El hornero,book-review,NA,NA,2003,2009,Biological Sciences
S0025-76802004000600008,0025-7680,0025-7680;1669-9106,Medicina (Buenos Aires),case-report,2003,2004,2004,2009,Health Sciences
S0325-75412004000300004,0325-7541,0325-7541;1851-7617,Revista argentina de microbiología,research-article,2004,NA,2004,2009,Biological Sciences
S0011-67932007000100004,0011-6793,0011-6793;1850-1699,"Darwiniana, nueva serie",research-article,2007,2007,2007,2009,Biological Sciences
S0325-75412007000400002,0325-7541,0325-7541;1851-7617,Revista argentina de microbiología,research-article,2006,2007,2007,2009,Biological Sciences
S0325-75412004000100006,0325-7541,0325-7541;1851-7617,Revista argentina de microbiología,rapid-communication,2003,NA,2004,2009,Biological Sciences
S1669-32482006000100003,1669-3248,1669-3248,Revista argentina de sociología,research-article,NA,NA,2006,2009,Human Sciences
S1850-373X2003000100007,1850-373X,1850-373X,Intersecciones en antropología,research-article,NA,NA,2003,2009,Human Sciences
S0325-29572006000300011,0325-2957,0325-2957;1851-6114,Acta bioquímica clínica latinoamericana,research-article,NA,NA,2006,2009,Biological Sciences;Health Sciences
S0002-70142006000200004,0002-7014,0002-7014;1851-8044,Ameghiniana,research-article,2004,2005,2006,2010,Exact and Earth Sciences
S1850-37482009000300013,1850-3748,1850-3748,Revista argentina de cardiología,case-report,2009,2009,2009,2010,Health Sciences
S0073-34072008000100007,0073-3407,0073-3407;1850-4884,El hornero,rapid-communication,2007,2008,2008,2010,Biological Sciences
S1852-38622008000200006,1852-3862,1852-3862,Insuficiencia cardíaca,review-article,2007,2008,2008,2010,Health Sciences
S1852-44782007000200013,1852-4478,1852-4478,Olivar,research-article,NA,NA,2007,2010,"Linguistics, Letters and Arts"
S0025-76802008000400003,0025-7680,0025-7680;1669-9106,Medicina (Buenos Aires),research-article,2007,2008,2008,2010,Health Sciences
S0325-00752007000500013,0325-0075,0325-0075;1668-3501,Archivos argentinos de pediatría,review-article,NA,NA,2007,2010,Health Sciences
S0325-00752008000300002,0325-0075,0325-0075;1668-3501,Archivos argentinos de pediatría,article-commentary,NA,NA,2008,2010,Health Sciences
S0325-00752004000200017,0325-0075,0325-0075;1668-3501,Archivos argentinos de pediatría,case-report,NA,NA,2004,2010,Health Sciences
S0325-00752007000500014,0325-0075,0325-0075;1668-3501,Archivos argentinos de pediatría,review-article,NA,NA,2007,2010,Health Sciences
S1853-001X2008000100001,1853-001X,1853-001X,Mora (Buenos Aires),brief-report,NA,NA,2008,2010,Applied Social Sciences;Human Sciences
S1850-15322010000400005,1850-1532,1850-1532,Revista argentina de neurocirugía,book-review,NA,NA,2010,2010,Health Sciences
S1668-298X2008000100004,1668-298X,1668-298X,Agriscientia,research-article,2007,2008,2008,2010,Agricultural Sciences
S1850-373X2008000100007,1850-373X,1850-373X,Intersecciones en antropología,research-article,2007,2007,2008,2010,Human Sciences
S1851-96362008000200003,1851-9636,1851-9636,Análisis filosófico,research-article,NA,NA,2008,2010,Human Sciences
S1852-74342010000200007,1852-7434,1852-7434,Revista de la Asociación Argentina de Ortopedia y Traumatología,research-article,2009,2010,2010,2011,Health Sciences
S0025-76802010000300017,0025-7680,0025-7680;1669-9106,Medicina (Buenos Aires),editorial,NA,NA,2010,2011,Health Sciences
S1851-82652010000200004,1851-8265,1669-2381;1851-8265,Salud colectiva,research-article,2009,2010,2010,2011,Health Sciences
S1852-04992010000200001,1852-0499,1852-0499,Prismas,research-article,NA,NA,2010,2011,Human Sciences
S0004-48222004000400011,0004-4822,0004-4822;1851-8249,Revista de la Asociación Geológica Argentina,research-article,2004,2004,2004,2011,Exact and Earth Sciences
S0004-48222007000100009,0004-4822,0004-4822;1851-8249,Revista de la Asociación Geológica Argentina,research-article,2006,2006,2007,2011,Exact and Earth Sciences
S1667-782X2010000200003,1667-782X,1667-782X,Ecología austral,research-article,2009,2010,2010,2011,Biological Sciences
S1852-62332010000100005,1852-6233,1852-6233,BAG. Journal of basic and applied genetics,research-article,NA,NA,2010,2011,Biological Sciences;Health Sciences
S0327-95452009000100001,0327-9545,0327-9545;1667-5746,Biocell,review-article,2008,2009,2009,2011,Biological Sciences
S1851-31232010000100012,1851-3123,1851-3123,Revista Pilquen,research-article,2010,2010,2010,2011,"Applied Social Sciences;Linguistics, Letters and Arts"
S0327-93832008000200013,0327-9383,0327-9383;1666-0536,Mastozoología neotropical,research-article,2005,2007,2008,2011,Biological Sciences
S1851-16862008000100025,1851-1686,1851-1686,Anuario de investigaciones,research-article,2008,2008,2008,2011,Human Sciences
S1851-16942008000100005,1851-1694,1851-1694,Avá,research-article,2007,2000,2008,2011,Applied Social Sciences
S1850-37482011000100016,1850-3748,1850-3748,Revista argentina de cardiología,research-article,NA,NA,2011,2011,Health Sciences
S1851-75872009000100006,1851-7587,1851-7587,Revista de Ciencia y Tecnología,research-article,2008,2009,2009,2011,Engineering
S1850-20672011000100009,1850-2067,1850-2067,Ciencia del suelo,research-article,2010,2011,2011,2011,Agricultural Sciences
S1850-468X2011000200003,1850-468X,1850-468X,Meteorologica,research-article,2010,2011,2011,2011,Exact and Earth Sciences
S1851-23722005000200013,1851-2372,1851-2372,Boletín de la Sociedad Argentina de Botánica,research-article,2005,2005,2005,2011,Biological Sciences
S1667-782X2011000100010,1667-782X,1667-782X,Ecología austral,rapid-communication,2010,2010,2011,2012,Biological Sciences
S1852-38622006000100004,1852-3862,1852-3862,Insuficiencia cardíaca,research-article,2006,2006,2006,2012,Health Sciences
S1853-63602001000100003,1853-6360,1853-6360;0328-1159,Revista de la Asociación Argentina de Sedimentología,research-article,2000,2001,2001,2012,Exact and Earth Sciences
S0025-76802012000200009,0025-7680,0025-7680;1669-9106,Medicina (Buenos Aires),case-report,NA,NA,2012,2012,Health Sciences
S0002-70142009000400001,0002-7014,0002-7014;1851-8044,Ameghiniana,research-article,2009,2009,2009,2012,Exact and Earth Sciences
S1852-73372012000100001,1852-7337,1852-7337,Diaeta,editorial,NA,NA,2012,2012,Health Sciences
S0327-07932011000100009,0327-0793,0327-0793;1851-8796,Latin American applied research,research-article,2009,2010,2011,2012,Exact and Earth Sciences
S0325-75412012000200002,0325-7541,0325-7541;1851-7617,Revista argentina de microbiología,research-article,2011,2012,2012,2012,Biological Sciences
S2313-92772011000200007,2313-9277,2313-9277,Historia de la educación - anuario,book-review,NA,NA,2011,2012,Human Sciences
S1851-30182011000200004,1851-3018,1851-3018,Revista industrial y agrícola de Tucumán,research-article,NA,NA,2011,2012,Agricultural Sciences
S1850-373X2012000200010,1850-373X,1850-373X,Intersecciones en antropología,research-article,2011,2011,2012,2013,Human Sciences
S0325-29572012000400006,0325-2957,0325-2957;1851-6114,Acta bioquímica clínica latinoamericana,research-article,NA,NA,2012,2013,Biological Sciences;Health Sciences
S1668-70272012000100006,1668-7027,1668-7027,Interdisciplinaria,research-article,2011,2011,2012,2013,Human Sciences
S1851-82652013000100005,1851-8265,1669-2381;1851-8265,Salud colectiva,research-article,2012,2013,2013,2013,Health Sciences
S1852-74342012000300007,1852-7434,1852-7434,Revista de la Asociación Argentina de Ortopedia y Traumatología,case-report,NA,NA,2012,2013,Health Sciences
S1851-30182012000200003,1851-3018,1851-3018,Revista industrial y agrícola de Tucumán,research-article,NA,NA,2012,2013,Agricultural Sciences
S1851-17322013000400003,1851-1732,1851-1732,Estudios y perspectivas en turismo,research-article,2012,2012,2013,2013,Applied Social Sciences
S0325-00752013000500015,0325-0075,0325-0075;1668-3501,Archivos argentinos de pediatría,research-article,NA,NA,2013,2013,Health Sciences
S1853-35232013000100018,1853-3523,1853-3523,Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos,research-article,2012,2012,2013,2013,"Applied Social Sciences;Linguistics, Letters and Arts"
S1669-23142012000200010,1669-2314,1669-2314,RIA. Revista de investigaciones agropecuarias,research-article,2011,2011,2012,2013,Agricultural Sciences
S1851-96012013000200002,1851-9601,1851-9601,Postdata,research-article,NA,NA,2013,2014,Human Sciences
S1851-00272013000200006,1851-0027,1851-0027,Comechingonia,brief-report,2013,2013,2013,2014,Human Sciences
S1668-80902013000200005,1668-8090,1668-8090,Andes,research-article,2011,2011,2013,2014,Human Sciences
S1852-96152013000200004,1852-9615,1852-9615,Cuadernos del CILHA,research-article,2013,2013,2013,2014,"Linguistics, Letters and Arts"
S1851-16862011000100015,1851-1686,1851-1686,Anuario de investigaciones,research-article,2011,2011,2011,2014,Human Sciences
S2250-639X2013000300001,2250-639X,2250-639X;2250-639X,Revista argentina de cirugía,research-article,2013,2013,2013,2014,Health Sciences
S1853-31752013000200002,1853-3175,1853-3175,Cuyo,research-article,NA,NA,2013,2014,Human Sciences
S2314-15492014000100010,2314-1549,2314-1549;2314-1549,Revista de historia americana y argentina,research-article,NA,NA,2014,2014,Human Sciences
S1995-77852013000100005,1995-7785,1995-7785,Propuesta educativa,research-article,2012,2013,2013,2014,Human Sciences
S1853-35232014000300006,1853-3523,1853-3523,Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos,research-article,2012,2013,2014,2014,"Applied Social Sciences;Linguistics, Letters and Arts"
S1852-96152014000200006,1852-9615,1852-9615,Cuadernos del CILHA,research-article,2014,2014,2014,2014,"Linguistics, Letters and Arts"
S0325-75412014000500008,0325-7541,0325-7541;1851-7617,Revista argentina de microbiología,rapid-communication,2014,2014,2014,2015,Biological Sciences
S1851-23722014000300001,1851-2372,1851-2372,Boletín de la Sociedad Argentina de Botánica,research-article,NA,NA,2014,2015,Biological Sciences
S1668-80902014000200001,1668-8090,1668-8090,Andes,research-article,2014,2014,2014,2015,Human Sciences
S1851-28792014000200005,1851-2879,1851-2879,Quinto sol,book-review,NA,NA,2014,2015,Human Sciences
S1850-275X2014000200005,1850-275X,1850-275X,Cuadernos de antropología social,research-article,2013,2014,2014,2015,Human Sciences
S1851-17322015000100009,1851-1732,1851-1732,Estudios y perspectivas en turismo,research-article,2014,2014,2015,2015,Applied Social Sciences
S1853-86652015000100001,1853-8665,1853-8665,Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo,research-article,2014,2014,2015,2015,Agricultural Sciences
S1852-99922015000200003,1852-9992,1852-9992,Revista argentina de radiología,undefined,2014,2014,2015,2015,Health Sciences
S1514-68712015000200018,1514-6871,1514-6871,Trabajo y sociedad,research-article,2014,2015,2015,2015,Applied Social Sciences
S0025-76802015000400004,0025-7680,0025-7680;1669-9106,Medicina (Buenos Aires),case-report,2014,2015,2015,2015,Health Sciences
S1853-12962015000100005,1853-1296,1853-1296,La zaranda de ideas,research-article,2014,2015,2015,2015,Applied Social Sciences
S1853-86652015000200008,1853-8665,1853-8665,Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo,research-article,2014,2014,2015,2015,Agricultural Sciences
S2314-15492015000200007,2314-1549,2314-1549;2314-1549,Revista de historia americana y argentina,research-article,2015,2015,2015,2015,Human Sciences
S2469-09612015000200001,2469-0961,2469-0961,Estudios de historia de España,research-article,NA,NA,2015,2016,Human Sciences
S1852-73372015000400005,1852-7337,1852-7337,Diaeta,research-article,2015,2015,2015,2016,Health Sciences
S0373-56802015000200013,0373-5680,0373-5680;1851-7471,Revista de la Sociedad Entomológica Argentina,brief-report,2015,2015,2015,2016,Biological Sciences
S2314-25612015000200005,2314-2561,2314-2561,Educación Física y Ciencia,research-article,2015,2015,2015,2016,Human Sciences
S1851-96362016000100004,1851-9636,1851-9636,Análisis filosófico,research-article,2014,2015,2016,2016,Human Sciences
S1851-17242016000100002,1851-1724,1851-1724,Circe de clásicos y modernos,research-article,2016,2016,2016,2016,"Human Sciences;Linguistics, Letters and Arts"
S1852-38622016000300002,1852-3862,1852-3862,Insuficiencia cardíaca,research-article,2016,2016,2016,2016,Health Sciences
S1853-63792014000100001,1853-6379,1853-6379,Argos,editorial,NA,NA,2014,2016,Human Sciences
S0325-82382015000200013,0325-8238,0325-8238;2525-1627,Folia Histórica del Nordeste,research-article,2015,2015,2015,2016,Applied Social Sciences;Human Sciences
S1851-46692016000300001,1851-4669,1851-4669,Anclajes,research-article,2015,2016,2016,2017,"Linguistics, Letters and Arts"
