scielo_id,ISSN_scielo,ISSN,journal,type,year_submitted,year_accepted,year_published,year_published_scielo,subject
S1668-81042008000100004,1668-8104,1668-8104,Cuadernos de la Facultad de Humanidades y Ciencias Sociales. Universidad Nacional de Jujuy,research-article,NA,NA,2008,2009,Applied Social Sciences;Human Sciences
S1668-81042003000100016,1668-8104,1668-8104,Cuadernos de la Facultad de Humanidades y Ciencias Sociales. Universidad Nacional de Jujuy,research-article,NA,NA,2003,2009,Applied Social Sciences;Human Sciences
S0327-07932004000200003,0327-0793,0327-0793;1851-8796,Latin American applied research,research-article,2003,2003,2004,2009,Exact and Earth Sciences
S1669-32482006000100004,1669-3248,1669-3248,Revista argentina de sociología,research-article,NA,NA,2006,2009,Human Sciences
S0073-34072007000100017,0073-3407,0073-3407;1850-4884,El hornero,book-review,NA,NA,2007,2009,Biological Sciences
S0327-07932006000400018,0327-0793,0327-0793;1851-8796,Latin American applied research,research-article,2005,2006,2006,2009,Exact and Earth Sciences
S0025-76802007000400019,0025-7680,0025-7680;1669-9106,Medicina (Buenos Aires),book-review,NA,NA,2007,2009,Health Sciences
S0373-56802009000100011,0373-5680,0373-5680;1851-7471,Revista de la Sociedad Entomológica Argentina,research-article,2009,2009,2009,2009,Biological Sciences
S0325-75412004000100002,0325-7541,0325-7541;1851-7617,Revista argentina de microbiología,research-article,2003,NA,2004,2009,Biological Sciences
S0325-75412005000300002,0325-7541,0325-7541;1851-7617,Revista argentina de microbiología,research-article,2005,2005,2005,2009,Biological Sciences
S1851-30342007000300009,1851-3034,1851-3034,Revista argentina de endocrinología y metabolismo,research-article,NA,NA,2007,2009,Health Sciences
S1851-300X2006000300009,1851-300X,1851-300X,Revista argentina de dermatología,review-article,NA,NA,2006,2009,Health Sciences
S1851-28792004000100008,1851-2879,1851-2879,Quinto sol,book-review,NA,NA,2004,2009,Human Sciences
S0325-29572005000300012,0325-2957,0325-2957;1851-6114,Acta bioquímica clínica latinoamericana,research-article,NA,NA,2005,2009,Biological Sciences;Health Sciences
S1850-37482008000500004,1850-3748,1850-3748,Revista argentina de cardiología,research-article,2008,2008,2008,2010,Health Sciences
S1850-37482008000200020,1850-3748,1850-3748,Revista argentina de cardiología,letter,NA,NA,2008,2010,Health Sciences
S0073-34072008000100010,0073-3407,0073-3407;1850-4884,El hornero,book-review,NA,NA,2008,2010,Biological Sciences
S1852-38622008000200008,1852-3862,1852-3862,Insuficiencia cardíaca,review-article,NA,NA,2008,2010,Health Sciences
S1852-44782007000100006,1852-4478,1852-4478,Olivar,book-review,NA,NA,2007,2010,"Linguistics, Letters and Arts"
S0025-76802004000400003,0025-7680,0025-7680;1669-9106,Medicina (Buenos Aires),research-article,2003,2004,2004,2010,Health Sciences
S0325-00752008000600009,0325-0075,0325-0075;1668-3501,Archivos argentinos de pediatría,research-article,2007,2008,2008,2010,Health Sciences
S0025-76802008000100002,0025-7680,0025-7680;1669-9106,Medicina (Buenos Aires),research-article,2007,2007,2008,2010,Health Sciences
S0025-76802006000100009,0025-7680,0025-7680;1669-9106,Medicina (Buenos Aires),case-report,2005,2005,2006,2010,Health Sciences
S0325-00752006000400003,0325-0075,0325-0075;1668-3501,Archivos argentinos de pediatría,article-commentary,NA,NA,2006,2010,Health Sciences
