scielo_id,ISSN_scielo,ISSN,journal,type,year_submitted,year_accepted,year_published,year_published_scielo,subject
S0524-97672002000100004,0524-9767,0524-9767;1850-2563,Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani,research-article,NA,NA,2002,2009,Human Sciences
S1668-81042006000200002,1668-8104,1668-8104,Cuadernos de la Facultad de Humanidades y Ciencias Sociales. Universidad Nacional de Jujuy,research-article,NA,NA,2006,2009,Applied Social Sciences;Human Sciences
S1850-00132006000100009,1850-0013,1850-0013,Revista iberoamericana de ciencia tecnología y sociedad,research-article,NA,NA,2006,2009,Human Sciences
S0025-76802005000100004,0025-7680,0025-7680;1669-9106,Medicina (Buenos Aires),research-article,2004,2004,2005,2009,Health Sciences
S1851-17322007000200005,1851-1732,1851-1732,Estudios y perspectivas en turismo,research-article,2006,2006,2007,2009,Applied Social Sciences
S1851-17402008000200007,1851-1740,1514-8327;1851-1740,"Información, cultura y sociedad",book-review,NA,NA,2008,2009,Applied Social Sciences
S0327-50942006000100005,0327-5094,0327-5094;1850-2628,Temas medievales,research-article,NA,NA,2006,2009,"Human Sciences;Linguistics, Letters and Arts"
S1515-59942006000100006,1515-5994,1515-5994,Mundo agrario,rapid-communication,NA,NA,2006,2009,Applied Social Sciences;Human Sciences
S0327-07932005000200015,0327-0793,0327-0793;1851-8796,Latin American applied research,research-article,NA,NA,2005,2009,Exact and Earth Sciences
S1515-59942004000200001,1515-5994,1515-5994,Mundo agrario,research-article,NA,NA,2004,2009,Applied Social Sciences;Human Sciences
S0373-56802007000100015,0373-5680,0373-5680;1851-7471,Revista de la Sociedad Entomológica Argentina,brief-report,2007,2007,2007,2009,Biological Sciences
S1851-49792007000100004,1851-4979,1851-4979,Latin American journal of sedimentology and basin analysis,research-article,2006,2007,2007,2009,Exact and Earth Sciences
S1851-30182008000100004,1851-3018,1851-3018,Revista industrial y agrícola de Tucumán,research-article,NA,NA,2008,2009,Agricultural Sciences
S0325-29572005000200009,0325-2957,0325-2957;1851-6114,Acta bioquímica clínica latinoamericana,research-article,NA,NA,2005,2009,Biological Sciences;Health Sciences
S0002-70142006000100006,0002-7014,0002-7014;1851-8044,Ameghiniana,research-article,2004,2005,2006,2010,Exact and Earth Sciences
S1850-37482006000600004,1850-3748,1850-3748,Revista argentina de cardiología,editorial,NA,NA,2006,2010,Health Sciences
S1850-373X2007000100008,1850-373X,1850-373X,Intersecciones en antropología,research-article,2005,2006,2007,2010,Human Sciences
S1851-17322010000200008,1851-1732,1851-1732,Estudios y perspectivas en turismo,research-article,2009,2009,2010,2010,Applied Social Sciences
S1852-44782007000100009,1852-4478,1852-4478,Olivar,book-review,NA,NA,2007,2010,"Linguistics, Letters and Arts"
S1850-15322008000400003,1850-1532,1850-1532,Revista argentina de neurocirugía,editorial,NA,NA,2008,2010,Health Sciences
S0025-76802004000500002,0025-7680,0025-7680;1669-9106,Medicina (Buenos Aires),research-article,2003,2004,2004,2010,Health Sciences
S0325-00752004000400010,0325-0075,0325-0075;1668-3501,Archivos argentinos de pediatría,rapid-communication,NA,NA,2004,2010,Health Sciences
S0325-00752006000500001,0325-0075,0325-0075;1668-3501,Archivos argentinos de pediatría,article-commentary,NA,NA,2006,2010,Health Sciences
S1667-782X2010000100007,1667-782X,1667-782X,Ecología austral,review-article,2009,2010,2010,2010,Biological Sciences
S1853-001X2008000200006,1853-001X,1853-001X,Mora (Buenos Aires),brief-report,NA,NA,2008,2010,Applied Social Sciences;Human Sciences
S1850-15322010000400003,1850-1532,1850-1532,Revista argentina de neurocirugía,editorial,NA,NA,2010,2010,Health Sciences
S1515-59942009000100010,1515-5994,1515-5994,Mundo agrario,research-article,2008,2009,2009,2010,Applied Social Sciences;Human Sciences
S1851-17242006000100010,1851-1724,1851-1724,Circe de clásicos y modernos,research-article,2005,2005,2006,2010,"Human Sciences;Linguistics, Letters and Arts"
S0373-56802010000100012,0373-5680,0373-5680;1851-7471,Revista de la Sociedad Entomológica Argentina,brief-report,2010,2010,2010,2010,Biological Sciences
S1852-74342009000100008,1852-7434,1852-7434,Revista de la Asociación Argentina de Ortopedia y Traumatología,research-article,2008,2009,2009,2011,Health Sciences
S0325-00752011000100005,0325-0075,0325-0075;1668-3501,Archivos argentinos de pediatría,research-article,2010,2010,2011,2011,Health Sciences
S1851-300X2010000400004,1851-300X,1851-300X,Revista argentina de dermatología,research-article,NA,NA,2010,2011,Health Sciences
S1851-96282010000200002,1851-9628,1851-9628,Runa,research-article,2010,2010,2010,2011,Human Sciences
S0004-48222004000400005,0004-4822,0004-4822;1851-8249,Revista de la Asociación Geológica Argentina,research-article,2003,2004,2004,2011,Exact and Earth Sciences
S0004-48222007000300001,0004-4822,0004-4822;1851-8249,Revista de la Asociación Geológica Argentina,research-article,2006,2007,2007,2011,Exact and Earth Sciences
S1853-63602003000100004,1853-6360,1853-6360;0328-1159,Revista de la Asociación Argentina de Sedimentología,research-article,2002,2003,2003,2011,Exact and Earth Sciences
S1851-17162010000100001,1851-1716,1851-1716,"Ciencia, docencia y tecnología",research-article,2010,2010,2010,2011,Human Sciences
S0327-95452006000100004,0327-9545,0327-9545;1667-5746,Biocell,research-article,2005,2005,2006,2011,Biological Sciences
S1852-96152010000100002,1852-9615,1852-9615,Cuadernos del CILHA,research-article,NA,2009,2010,2011,"Linguistics, Letters and Arts"
S0327-93832006000200013,0327-9383,0327-9383;1666-0536,Mastozoología neotropical,brief-report,2005,2006,2006,2011,Biological Sciences
S1851-16862005000100003,1851-1686,1851-1686,Anuario de investigaciones,research-article,NA,NA,2005,2011,Human Sciences
S1853-31752009000100004,1853-3175,1853-3175,Cuyo,research-article,NA,NA,2009,2011,Human Sciences
S1851-96282011000100003,1851-9628,1851-9628,Runa,research-article,2011,2011,2011,2011,Human Sciences
S1851-75872009000200001,1851-7587,1851-7587,Revista de Ciencia y Tecnología,research-article,2007,2008,2009,2011,Engineering
S1853-31752011000100002,1853-3175,1853-3175,Cuyo,research-article,NA,NA,2011,2011,Human Sciences
S0004-48222011000100011,0004-4822,0004-4822;1851-8249,Revista de la Asociación Geológica Argentina,research-article,NA,NA,2011,2011,Exact and Earth Sciences
S1851-49792011000100001,1851-4979,1851-4979,Latin American journal of sedimentology and basin analysis,editorial,NA,NA,2011,2011,Exact and Earth Sciences
S0002-70142010000100010,0002-7014,0002-7014;1851-8044,Ameghiniana,brief-report,2008,2009,2010,2012,Exact and Earth Sciences
S0325-00752012000100006,0325-0075,0325-0075;1668-3501,Archivos argentinos de pediatría,research-article,2011,2011,2012,2012,Health Sciences
S1668-80902009000200002,1668-8090,1668-8090,Andes,research-article,NA,NA,2009,2012,Human Sciences
S0327-93832011000200009,0327-9383,0327-9383;1666-0536,Mastozoología neotropical,research-article,2011,2011,2011,2012,Biological Sciences
S0524-97672012000100003,0524-9767,0524-9767;1850-2563,Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani,research-article,2010,2010,2012,2012,Human Sciences
