scielo_id,ISSN_scielo,ISSN,journal,type,year_submitted,year_accepted,year_published,year_published_scielo,subject
S0524-97672007000100007,0524-9767,0524-9767;1850-2563,Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani,book-review,NA,NA,2007,2009,Human Sciences
S1668-81042006000200010,1668-8104,1668-8104,Cuadernos de la Facultad de Humanidades y Ciencias Sociales. Universidad Nacional de Jujuy,research-article,NA,NA,2006,2009,Applied Social Sciences;Human Sciences
S1515-59942004000100002,1515-5994,1515-5994,Mundo agrario,research-article,NA,NA,2004,2009,Applied Social Sciences;Human Sciences
S1851-17322009000100004,1851-1732,1851-1732,Estudios y perspectivas en turismo,research-article,2008,2008,2009,2009,Applied Social Sciences
S0327-07932002000200005,0327-0793,0327-0793;1851-8796,Latin American applied research,research-article,2001,2001,2002,2009,Exact and Earth Sciences
S1515-59942004000200008,1515-5994,1515-5994,Mundo agrario,article-commentary,NA,NA,2004,2009,Applied Social Sciences;Human Sciences
S0325-75412005000200010,0325-7541,0325-7541;1851-7617,Revista argentina de microbiología,rapid-communication,2004,2005,2005,2009,Biological Sciences
S0328-12052007000100010,0328-1205,0328-1205;1851-779X,Synthesis (La Plata),book-review,NA,NA,2007,2009,"Human Sciences;Linguistics, Letters and Arts"
S0325-75412007000300005,0325-7541,0325-7541;1851-7617,Revista argentina de microbiología,brief-report,NA,NA,2007,2009,Biological Sciences
S0041-69322005000200005,0041-6932,0041-6932;1669-9637,Revista de la Unión Matemática Argentina,research-article,NA,NA,2005,2009,Exact and Earth Sciences
S0328-12052004000100013,0328-1205,0328-1205;1851-779X,Synthesis (La Plata),book-review,NA,NA,2004,2009,"Human Sciences;Linguistics, Letters and Arts"
S1851-49792008000200005,1851-4979,1851-4979,Latin American journal of sedimentology and basin analysis,book-review,NA,NA,2008,2009,Exact and Earth Sciences
S1668-34982007000100008,1668-3498,1668-3498,InVet,research-article,2007,2007,2007,2009,Biological Sciences
S0325-29572004000100008,0325-2957,0325-2957;1851-6114,Acta bioquímica clínica latinoamericana,research-article,NA,NA,2004,2009,Biological Sciences;Health Sciences
S0002-70142006000300006,0002-7014,0002-7014;1851-8044,Ameghiniana,research-article,2004,2005,2006,2010,Exact and Earth Sciences
S1850-37482008000100002,1850-3748,1850-3748,Revista argentina de cardiología,editorial,NA,NA,2008,2010,Health Sciences
S0073-34072008000100009,0073-3407,0073-3407;1850-4884,El hornero,book-review,NA,NA,2008,2010,Biological Sciences
S1851-28792008000100004,1851-2879,1851-2879,Quinto sol,research-article,2007,2008,2008,2010,Human Sciences
S1852-44782008000100004,1852-4478,1852-4478,Olivar,research-article,NA,NA,2008,2010,"Linguistics, Letters and Arts"
S0025-76802008000500003,0025-7680,0025-7680;1669-9106,Medicina (Buenos Aires),research-article,2007,2008,2008,2010,Health Sciences
S0325-00752008000500010,0325-0075,0325-0075;1668-3501,Archivos argentinos de pediatría,undefined,NA,NA,2008,2010,Health Sciences
S0325-00752009000500014,0325-0075,0325-0075;1668-3501,Archivos argentinos de pediatría,rapid-communication,2008,2009,2009,2010,Health Sciences
S0325-00752007000600015,0325-0075,0325-0075;1668-3501,Archivos argentinos de pediatría,research-article,NA,NA,2007,2010,Health Sciences
S0325-00752008000100015,0325-0075,0325-0075;1668-3501,Archivos argentinos de pediatría,research-article,NA,NA,2008,2010,Health Sciences
S1853-001X2008000100004,1853-001X,1853-001X,Mora (Buenos Aires),research-article,2006,2007,2008,2010,Applied Social Sciences;Human Sciences
S1850-15322010000400009,1850-1532,1850-1532,Revista argentina de neurocirugía,research-article,NA,NA,2010,2010,Health Sciences
S1851-94902009000100007,1851-9490,1851-9490,Estudios de filosofía práctica e historia de las ideas,article-commentary,NA,NA,2009,2010,Human Sciences
S1851-94902009000100010,1851-9490,1851-9490,Estudios de filosofía práctica e historia de las ideas,article-commentary,NA,NA,2009,2010,Human Sciences
S1852-59622010000100004,1852-5962,1852-5962,Kurtziana,research-article,2008,2009,2010,2010,Biological Sciences
S1851-49792010000100003,1851-4979,1851-4979,Latin American journal of sedimentology and basin analysis,research-article,2008,2010,2010,2011,Exact and Earth Sciences
S1852-77442010000100004,1852-7744,1852-7744,Geoacta,undefined,NA,NA,2010,2011,Exact and Earth Sciences
S1851-82652010000300002,1851-8265,1669-2381;1851-8265,Salud colectiva,research-article,2010,2010,2010,2011,Health Sciences
S1852-04992010000200002,1852-0499,1852-0499,Prismas,research-article,NA,NA,2010,2011,Human Sciences
S0004-48222004000400018,0004-4822,0004-4822;1851-8249,Revista de la Asociación Geológica Argentina,research-article,2003,2004,2004,2011,Exact and Earth Sciences
S0004-48222008000400005,0004-4822,0004-4822;1851-8249,Revista de la Asociación Geológica Argentina,research-article,2008,2008,2008,2011,Exact and Earth Sciences
S1666-94792010000200003,1666-9479,1666-9479,Serie correlación geológica,research-article,2010,2010,2010,2011,Exact and Earth Sciences
S1851-17162009000100009,1851-1716,1851-1716,"Ciencia, docencia y tecnología",research-article,NA,NA,2009,2011,Human Sciences
S0327-95452004000100004,0327-9545,0327-9545;1667-5746,Biocell,research-article,2003,2003,2004,2011,Biological Sciences
S1850-468X2011000100002,1850-468X,1850-468X,Meteorologica,research-article,2010,2010,2011,2011,Exact and Earth Sciences
S0327-93832008000200011,0327-9383,0327-9383;1666-0536,Mastozoología neotropical,research-article,2005,2007,2008,2011,Biological Sciences
S1851-16862006000100052,1851-1686,1851-1686,Anuario de investigaciones,research-article,2005,2006,2006,2011,Human Sciences
S1853-31752008000100003,1853-3175,1853-3175,Cuyo,research-article,NA,NA,2008,2011,Human Sciences
S1850-37482011000100006,1850-3748,1850-3748,Revista argentina de cardiología,research-article,2010,2010,2011,2011,Health Sciences
S1851-75872009000100010,1851-7587,1851-7587,Revista de Ciencia y Tecnología,research-article,2009,2009,2009,2011,Engineering
S1853-31752011000100001,1853-3175,1853-3175,Cuyo,research-article,NA,NA,2011,2011,Human Sciences
S0004-48222011000100005,0004-4822,0004-4822;1851-8249,Revista de la Asociación Geológica Argentina,research-article,NA,NA,2011,2011,Exact and Earth Sciences
S1851-23722007000200007,1851-2372,1851-2372,Boletín de la Sociedad Argentina de Botánica,research-article,2006,2006,2007,2011,Biological Sciences
S1667-782X2011000100004,1667-782X,1667-782X,Ecología austral,research-article,2010,2011,2011,2012,Biological Sciences
S1852-38622006000100001,1852-3862,1852-3862,Insuficiencia cardíaca,editorial,NA,NA,2006,2012,Health Sciences
S1668-80902009000200004,1668-8090,1668-8090,Andes,research-article,NA,NA,2009,2012,Human Sciences
S0025-76802012000200025,0025-7680,0025-7680;1669-9106,Medicina (Buenos Aires),book-review,NA,NA,2012,2012,Health Sciences
S0524-97672012000100001,0524-9767,0524-9767;1850-2563,Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani,research-article,2009,2010,2012,2012,Human Sciences
S1852-73372012000100005,1852-7337,1852-7337,Diaeta,rapid-communication,2011,2012,2012,2012,Health Sciences
S0327-07932011000100010,0327-0793,0327-0793;1851-8796,Latin American applied research,research-article,2009,2010,2011,2012,Exact and Earth Sciences
S0325-75412012000200014,0325-7541,0325-7541;1851-7617,Revista argentina de microbiología,research-article,NA,NA,2012,2012,Biological Sciences
S2313-92772011000200013,2313-9277,2313-9277,Historia de la educación - anuario,brief-report,NA,NA,2011,2012,Human Sciences
S1851-37512012000100007,1851-3751,1851-3751,Memoria americana,article-commentary,NA,NA,2012,2012,Human Sciences
S1850-373X2012000200017,1850-373X,1850-373X,Intersecciones en antropología,research-article,NA,NA,2012,2013,Human Sciences
S1852-99922012000400010,1852-9992,1852-9992,Revista argentina de radiología,brief-report,NA,NA,2012,2013,Health Sciences
S1668-70272012000100005,1668-7027,1668-7027,Interdisciplinaria,research-article,2011,2012,2012,2013,Human Sciences
S0004-48222012000400004,0004-4822,0004-4822;1851-8249,Revista de la Asociación Geológica Argentina,research-article,2012,2012,2012,2013,Exact and Earth Sciences
S1853-36552011000200003,1853-3655,1853-3655,Cuaderno urbano,research-article,NA,NA,2011,2013,Applied Social Sciences
S1850-20672012000200003,1850-2067,1850-2067,Ciencia del suelo,research-article,2012,2012,2012,2013,Agricultural Sciences
S1851-82652013000200005,1851-8265,1669-2381;1851-8265,Salud colectiva,research-article,2012,2013,2013,2013,Health Sciences
S0325-00752013000500022,0325-0075,0325-0075;1668-3501,Archivos argentinos de pediatría,article-commentary,NA,NA,2013,2013,Health Sciences
S1853-35232013000100005,1853-3523,1853-3523,Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos,research-article,2012,2012,2013,2013,"Applied Social Sciences;Linguistics, Letters and Arts"
S1851-88932013000100001,1851-8893,1851-8893,Orientación y sociedad,editorial,NA,NA,2013,2013,Human Sciences
S1669-23142013000300011,1669-2314,1669-2314,RIA. Revista de investigaciones agropecuarias,research-article,2012,2013,2013,2014,Agricultural Sciences
S1851-00272013000200005,1851-0027,1851-0027,Comechingonia,brief-report,2012,2013,2013,2014,Human Sciences
S1668-80902013000200004,1668-8090,1668-8090,Andes,research-article,2011,2011,2013,2014,Human Sciences
S1850-373X2013000100011,1850-373X,1850-373X,Intersecciones en antropología,research-article,2011,2012,2013,2014,Human Sciences
S1851-16862011000100077,1851-1686,1851-1686,Anuario de investigaciones,research-article,2011,2011,2011,2014,Human Sciences
S1851-75872014000100011,1851-7587,1851-7587,Revista de Ciencia y Tecnología,research-article,NA,NA,2014,2014,Engineering
S1853-31752013000200003,1853-3175,1853-3175,Cuyo,brief-report,NA,NA,2013,2014,Human Sciences
S2314-15492014000100005,2314-1549,2314-1549;2314-1549,Revista de historia americana y argentina,research-article,2013,2013,2014,2014,Human Sciences
S1995-77852013000100016,1995-7785,1995-7785,Propuesta educativa,book-review,NA,NA,2013,2014,Human Sciences
S1853-35232014000100003,1853-3523,1853-3523,Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos,research-article,2012,2013,2014,2014,"Applied Social Sciences;Linguistics, Letters and Arts"
S1852-48342014000200008,1852-4834,0326-4815;1852-4834,Acta Odontológica Latinoamericana,research-article,NA,NA,2014,2014,Health Sciences
S0325-75412014000500012,0325-7541,0325-7541;1851-7617,Revista argentina de microbiología,research-article,2013,2014,2014,2015,Biological Sciences
S1851-23722014000300003,1851-2372,1851-2372,Boletín de la Sociedad Argentina de Botánica,research-article,NA,NA,2014,2015,Biological Sciences
S1669-68402013000200014,1669-6840,1669-6840,Revista veterinaria,rapid-communication,2013,2013,2013,2015,Agricultural Sciences;Engineering
S1851-28792014000200007,1851-2879,1851-2879,Quinto sol,book-review,NA,NA,2014,2015,Human Sciences
S1851-00272014000200006,1851-0027,1851-0027,Comechingonia,research-article,2013,2014,2014,2015,Human Sciences
