scielo_id,ISSN_scielo,ISSN,journal,type,year_submitted,year_accepted,year_published,year_published_scielo,subject
S0524-97672002000100003,0524-9767,0524-9767;1850-2563,Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani,research-article,NA,NA,2002,2009,Human Sciences
S1669-57042005000100014,1669-5704,1669-5704,La aljaba,book-review,NA,NA,2005,2009,Human Sciences
S0327-07932007000400006,0327-0793,0327-0793;1851-8796,Latin American applied research,research-article,2006,2007,2007,2009,Exact and Earth Sciences
S1851-17322009000300007,1851-1732,1851-1732,Estudios y perspectivas en turismo,book-review,NA,NA,2009,2009,Applied Social Sciences
S0325-11952006000100025,0325-1195,0325-1195;1850-2717,Cuadernos de historia de España,book-review,NA,NA,2006,2009,Human Sciences
S0327-07932005000300003,0327-0793,0327-0793;1851-8796,Latin American applied research,research-article,NA,NA,2005,2009,Exact and Earth Sciences
S0025-76802008000300005,0025-7680,0025-7680;1669-9106,Medicina (Buenos Aires),case-report,2007,2008,2008,2009,Health Sciences
S0025-76802004000600007,0025-7680,0025-7680;1669-9106,Medicina (Buenos Aires),case-report,2004,2004,2004,2009,Health Sciences
S0325-75412004000100009,0325-7541,0325-7541;1851-7617,Revista argentina de microbiología,research-article,2003,NA,2004,2009,Biological Sciences
S0325-75412007000400006,0325-7541,0325-7541;1851-7617,Revista argentina de microbiología,case-report,2007,2007,2007,2009,Biological Sciences
S0373-56802005000200019,0373-5680,0373-5680;1851-7471,Revista de la Sociedad Entomológica Argentina,research-article,NA,NA,2005,2009,Biological Sciences
S1851-56572008000100027,1851-5657,1851-5657,Phyton (Buenos Aires),review-article,NA,NA,2008,2009,Biological Sciences
S1851-300X2007000400007,1851-300X,1851-300X,Revista argentina de dermatología,article-commentary,NA,NA,2007,2009,Health Sciences
S0325-29572008000100012,0325-2957,0325-2957;1851-6114,Acta bioquímica clínica latinoamericana,research-article,NA,NA,2008,2009,Biological Sciences;Health Sciences
S0002-70142008000100005,0002-7014,0002-7014;1851-8044,Ameghiniana,research-article,2006,2007,2008,2010,Exact and Earth Sciences
S1850-37482006000100008,1850-3748,1850-3748,Revista argentina de cardiología,research-article,2005,2005,2006,2010,Health Sciences
S0073-34072008000100005,0073-3407,0073-3407;1850-4884,El hornero,rapid-communication,2007,2008,2008,2010,Biological Sciences
S1851-17322010000200009,1851-1732,1851-1732,Estudios y perspectivas en turismo,research-article,2009,2009,2010,2010,Applied Social Sciences
S1852-44782006000200021,1852-4478,1852-4478,Olivar,research-article,NA,NA,2006,2010,"Linguistics, Letters and Arts"
S0025-76802006000400015,0025-7680,0025-7680;1669-9106,Medicina (Buenos Aires),editorial,NA,NA,2006,2010,Health Sciences
S1850-37482005000400015,1850-3748,1850-3748,Revista argentina de cardiología,review-article,NA,NA,2005,2010,Health Sciences
S0325-29572010000100001,0325-2957,0325-2957;1851-6114,Acta bioquímica clínica latinoamericana,editorial,NA,NA,2010,2010,Biological Sciences;Health Sciences
S0325-00752004000100017,0325-0075,0325-0075;1668-3501,Archivos argentinos de pediatría,book-review,NA,NA,2004,2010,Health Sciences
S1853-001X2007000100005,1853-001X,1853-001X,Mora (Buenos Aires),book-review,NA,NA,2007,2010,Applied Social Sciences;Human Sciences
S1853-001X2008000200007,1853-001X,1853-001X,Mora (Buenos Aires),rapid-communication,NA,NA,2008,2010,Applied Social Sciences;Human Sciences
S1852-73102009000100006,1852-7310,1852-7310,Subjetividad y procesos cognitivos,research-article,2009,2009,2009,2010,Human Sciences
S1668-70272009000200008,1668-7027,1668-7027,Interdisciplinaria,research-article,2008,2009,2009,2010,Human Sciences
S1667-782X2003000100003,1667-782X,1667-782X,Ecología austral,research-article,2002,2002,2003,2010,Biological Sciences
S1669-32482007000100008,1669-3248,1669-3248,Revista argentina de sociología,research-article,NA,NA,2007,2010,Human Sciences
S1852-74342009000100015,1852-7434,1852-7434,Revista de la Asociación Argentina de Ortopedia y Traumatología,research-article,2009,NA,2009,2011,Health Sciences
S0325-00752011000100012,0325-0075,0325-0075;1668-3501,Archivos argentinos de pediatría,rapid-communication,2010,2010,2011,2011,Health Sciences
S1851-300X2010000400003,1851-300X,1851-300X,Revista argentina de dermatología,research-article,NA,NA,2010,2011,Health Sciences
S1852-04992010000100022,1852-0499,1852-0499,Prismas,book-review,NA,NA,2010,2011,Human Sciences
S0004-48222005000200017,0004-4822,0004-4822;1851-8249,Revista de la Asociación Geológica Argentina,research-article,2003,2005,2005,2011,Exact and Earth Sciences
S0004-48222008000400001,0004-4822,0004-4822;1851-8249,Revista de la Asociación Geológica Argentina,brief-report,NA,NA,2008,2011,Exact and Earth Sciences
S0328-12052010000100012,0328-1205,0328-1205;1851-779X,Synthesis (La Plata),book-review,NA,NA,2010,2011,"Human Sciences;Linguistics, Letters and Arts"
S1851-17162006000200009,1851-1716,1851-1716,"Ciencia, docencia y tecnología",rapid-communication,2005,2006,2006,2011,Human Sciences
S0327-95452008000100001,0327-9545,0327-9545;1667-5746,Biocell,research-article,2007,2007,2008,2011,Biological Sciences
S1852-96152010000100005,1852-9615,1852-9615,Cuadernos del CILHA,research-article,2009,2009,2010,2011,"Linguistics, Letters and Arts"
S0327-93832005000100009,0327-9383,0327-9383;1666-0536,Mastozoología neotropical,brief-report,2005,2005,2005,2011,Biological Sciences
S1851-16862005000100006,1851-1686,1851-1686,Anuario de investigaciones,research-article,NA,NA,2005,2011,Human Sciences
S1851-16942009000100009,1851-1694,1851-1694,Avá,research-article,2008,2009,2009,2011,Applied Social Sciences
