scielo_id,ISSN_scielo,ISSN,journal,type,year_submitted,year_accepted,year_published,year_published_scielo,subject
S1850-275X2004000100004,1850-275X,1850-275X,Cuadernos de antropología social,research-article,2004,2004,2004,2009,Human Sciences
S1669-57042006000100001,1669-5704,1669-5704,La aljaba,research-article,NA,NA,2006,2009,Human Sciences
S1851-17322007000200004,1851-1732,1851-1732,Estudios y perspectivas en turismo,research-article,2006,2006,2007,2009,Applied Social Sciences
S0373-56802005000100018,0373-5680,0373-5680;1851-7471,Revista de la Sociedad Entomológica Argentina,brief-report,2004,2005,2005,2009,Biological Sciences
S1668-70272006000100007,1668-7027,1668-7027,Interdisciplinaria,research-article,NA,NA,2006,2009,Human Sciences
S1851-300X2006000300006,1851-300X,1851-300X,Revista argentina de dermatología,case-report,NA,NA,2006,2009,Health Sciences
S0327-50942008000100010,0327-5094,0327-5094;1850-2628,Temas medievales,book-review,NA,NA,2008,2009,"Human Sciences;Linguistics, Letters and Arts"
S1515-59942006000100015,1515-5994,1515-5994,Mundo agrario,book-review,NA,NA,2006,2009,Applied Social Sciences;Human Sciences
S0327-07932006000400010,0327-0793,0327-0793;1851-8796,Latin American applied research,research-article,2005,2006,2006,2009,Exact and Earth Sciences
S0327-07932002000400011,0327-0793,0327-0793;1851-8796,Latin American applied research,research-article,NA,NA,2002,2009,Exact and Earth Sciences
S1851-30182006000100004,1851-3018,1851-3018,Revista industrial y agrícola de Tucumán,research-article,NA,NA,2006,2009,Agricultural Sciences
S1851-30342007000400006,1851-3034,1851-3034,Revista argentina de endocrinología y metabolismo,case-report,NA,NA,2007,2009,Health Sciences
S1850-373X2003000100015,1850-373X,1850-373X,Intersecciones en antropología,book-review,NA,NA,2003,2009,Human Sciences
S0325-29572007000100011,0325-2957,0325-2957;1851-6114,Acta bioquímica clínica latinoamericana,research-article,NA,NA,2007,2009,Biological Sciences;Health Sciences
S1850-37482007000100010,1850-3748,1850-3748,Revista argentina de cardiología,editorial,NA,NA,2007,2010,Health Sciences
S1850-37482007000100002,1850-3748,1850-3748,Revista argentina de cardiología,editorial,NA,NA,2007,2010,Health Sciences
S1850-373X2007000100003,1850-373X,1850-373X,Intersecciones en antropología,research-article,2005,2006,2007,2010,Human Sciences
S1852-38622008000100002,1852-3862,1852-3862,Insuficiencia cardíaca,research-article,2008,2008,2008,2010,Health Sciences
S1852-44782008000100018,1852-4478,1852-4478,Olivar,book-review,NA,NA,2008,2010,"Linguistics, Letters and Arts"
S1851-82652009000200004,1851-8265,1669-2381;1851-8265,Salud colectiva,research-article,2008,2008,2009,2010,Health Sciences
S0325-00752005000400007,0325-0075,0325-0075;1668-3501,Archivos argentinos de pediatría,research-article,NA,NA,2005,2010,Health Sciences
S0025-76802005000600011,0025-7680,0025-7680;1669-9106,Medicina (Buenos Aires),editorial,NA,NA,2005,2010,Health Sciences
S0025-76802007000600017,0025-7680,0025-7680;1669-9106,Medicina (Buenos Aires),editorial,NA,NA,2007,2010,Health Sciences
S1667-782X2010000100005,1667-782X,1667-782X,Ecología austral,research-article,2009,2010,2010,2010,Biological Sciences
S1853-001X2008000200017,1853-001X,1853-001X,Mora (Buenos Aires),book-review,NA,NA,2008,2010,Applied Social Sciences;Human Sciences
S1852-73102010000100007,1852-7310,1852-7310,Subjetividad y procesos cognitivos,research-article,2009,2009,2010,2010,Human Sciences
S1515-59942009000100012,1515-5994,1515-5994,Mundo agrario,research-article,2008,2009,2009,2010,Applied Social Sciences;Human Sciences
